Country Name,Country Code,Urban Code,Urban Area Name,Indicator Name,Indicator Code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Currency Unit,Region,Income Group
Botswana,BWA,,,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,10.0,9.7,9.3,1.7,1.4,1.5,1.1,0.8,0.9,0.8,0.7,0.8,0.7,0.6,0.6,Botswana pula,Sub-Saharan Africa,Upper middle income
Botswana,BWA,,,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,10.0,9.7,9.3,1.7,1.4,1.5,1.1,0.8,0.9,0.8,0.7,0.8,0.7,0.6,0.6,Botswana pula,Sub-Saharan Africa,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Time - Women (days),IC.REG.DURS.FE.DY,156.0,151.0,152.0,147.0,122.0,122.0,122.0,122.0,107.5,102.5,104.5,104.5,104.5,18.0,13.5,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Time - Women (days)- Score,IC.REG.DURS.FE.DY.DRFN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.41206,86.93467,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Time - Men (days) - Score,IC.REG.DURS.MA.DY.DFRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.41206,86.93467,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Time - Men (days),IC.REG.DURS.MA.DY,156.0,151.0,152.0,147.0,122.0,122.0,122.0,122.0,107.5,102.5,104.5,104.5,104.5,18.0,13.5,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,16.0,14.0,15.0,15.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Procedures required - Men (number) - Score,IC.REG.PROC.MA.NO.DFRN,11.76471,23.52941,17.64706,17.64706,29.41176,35.29412,35.29412,35.29412,35.29412,41.17647,41.17647,41.17647,41.17647,41.17647,41.17647,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,16.0,14.0,15.0,15.0,13.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,11.0,11.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,IC.REG.DFRN.PC.DFRN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Minimum capital (% of income per capita),IC.REG.MIN.CAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Cost - Women (% of income per capita) - Score,IC.REG.COST.PC.FE.ZS.DRFN,94.94464,95.06703,94.80936,95.91698,96.54209,96.36784,97.29628,97.58039,97.70619,97.89111,98.14092,97.95493,97.99598,98.02531,98.21878,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,10.1,9.9,10.4,8.2,6.9,7.3,5.4,4.8,4.6,4.2,3.7,4.1,4.0,3.9,3.6,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Cost - Men (% of income per capita) - Score,IC.REG.COST.PC.MA.ZS.DFRN,94.94464,95.06703,94.80936,95.91698,96.54209,96.36784,97.29628,97.58039,97.70619,97.89111,98.14092,97.95493,97.99598,98.02531,98.21878,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Procedures required - Women (number) - Score,IC.REG.PROC.FE.NO.DFRN,11.76471,23.52941,17.64706,17.64706,29.41176,35.29412,35.29412,35.29412,35.29412,41.17647,41.17647,41.17647,41.17647,41.17647,41.17647,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,10.1,9.9,10.4,8.2,6.9,7.3,5.4,4.8,4.6,4.2,3.7,4.1,4.0,3.9,3.6,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,,,,,,,,,5.9,5.5,4.8,5.2,4.8,4.7,4.2,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Cost - Men (% of income per capita) - Score,IC.REG.COST.PC.MA.ZS.DFRN,,,,,,,,,97.03061,97.26998,97.58758,97.42321,97.60349,97.62967,97.90941,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,,,,,,,,,5.9,5.5,4.8,5.2,4.8,4.7,4.2,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Cost - Women (% of income per capita) - Score,IC.REG.COST.PC.FE.ZS.DRFN,,,,,,,,,97.03061,97.26998,97.58758,97.42321,97.60349,97.62967,97.90941,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Minimum capital (% of income per capita),IC.REG.MIN.CAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,IC.REG.DFRN.PC.DFRN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,,,,,,,,,11.22,10.61,11.0,11.0,11.0,10.61,10.61,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Procedures required - Men (number) - Score,IC.REG.PROC.MA.NO.DFRN,,,,,,,,,39.88235,43.47059,41.17647,41.17647,41.17647,43.47059,43.47059,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,,,,,,,,,11.22,10.61,11.0,11.0,11.0,10.61,10.61,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Procedures required - Women (number) - Score,IC.REG.PROC.FE.NO.DFRN,,,,,,,,,39.88235,43.47059,41.17647,41.17647,41.17647,43.47059,43.47059,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Time - Men (days),IC.REG.DURS.MA.DY,,,,,,,,,86.635,83.585,85.975,82.465,82.465,20.145,16.62,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Time - Men (days) - Score,IC.REG.DURS.MA.DY.DFRN,,,,,,,,,18.03015,18.03015,16.85427,20.38191,20.38191,80.25628,83.799,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Time - Women (days),IC.REG.DURS.FE.DY,,,,,,,,,86.635,83.585,85.975,82.465,82.465,20.145,16.62,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business: Time - Women (days)- Score,IC.REG.DURS.FE.DY.DRFN,,,,,,,,,18.03015,18.03015,16.85427,20.38191,20.38191,80.25628,83.799,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,,,Starting a business - Score,IC.REG.STRT.BUS.DFRN,,,,,,,,,63.7,64.7,63.9,64.7,64.8,80.3,81.3,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,SAO,Sao Paulo,Starting a business - Score,IC.REG.STRT.BUS.DFRN,51.7,54.6,53.1,53.4,56.5,57.9,58.1,58.2,58.3,59.8,59.8,59.8,59.8,80.4,81.6,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Time - Women (days)- Score,IC.REG.DURS.FE.DY.DRFN,,,,,,,,,46.23116,46.23116,43.21608,52.26131,52.26131,76.88442,78.89447,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Time - Women (days),IC.REG.DURS.FE.DY,,,,,,,,,54.0,54.0,57.0,48.0,48.0,23.5,21.5,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,,,,,,,,,8.1,7.4,6.6,6.8,6.0,6.0,5.1,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Cost - Men (% of income per capita) - Score,IC.REG.COST.PC.MA.ZS.DFRN,,,,,,,,,95.97393,96.29848,96.72209,96.59153,96.9896,97.01084,97.42553,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,,,,,,,,,8.1,7.4,6.6,6.8,6.0,6.0,5.1,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Cost - Women (% of income per capita) - Score,IC.REG.COST.PC.FE.ZS.DRFN,,,,,,,,,95.97393,96.29848,96.72209,96.59153,96.9896,97.01084,97.42553,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Minimum capital (% of income per capita),IC.REG.MIN.CAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,IC.REG.DFRN.PC.DFRN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business - Score,IC.REG.STRT.BUS.DFRN,,,,,,,,,72.3,72.4,70.3,72.5,72.6,80.2,80.8,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Procedures required - Men (number) - Score,IC.REG.PROC.MA.NO.DFRN,,,,,,,,,47.05882,47.05882,41.17647,41.17647,41.17647,47.05882,47.05882,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,,,,,,,,,10.0,10.0,11.0,11.0,11.0,10.0,10.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Procedures required - Women (number) - Score,IC.REG.PROC.FE.NO.DFRN,,,,,,,,,47.05882,47.05882,41.17647,41.17647,41.17647,47.05882,47.05882,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Time - Men (days),IC.REG.DURS.MA.DY,,,,,,,,,54.0,54.0,57.0,48.0,48.0,23.5,21.5,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Time - Men (days) - Score,IC.REG.DURS.MA.DY.DFRN,,,,,,,,,46.23116,46.23116,43.21608,52.26131,52.26131,76.88442,78.89447,Brazilian real,Latin America & Caribbean,Upper middle income
Brazil,BRA,RIO,Rio de Janeiro,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,,,,,,,,,10.0,10.0,11.0,11.0,11.0,10.0,10.0,Brazilian real,Latin America & Caribbean,Upper middle income
Brunei,BRN,,,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,,8.9,9.1,9.2,9.9,13.6,11.9,10.7,10.0,10.4,1.2,1.5,1.1,1.2,1.1,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Cost - Men (% of income per capita) - Score,IC.REG.COST.PC.MA.ZS.DFRN,,95.57042,95.46847,95.38076,95.07177,93.20705,94.05571,94.64513,95.02482,94.80054,99.37875,99.23301,99.46543,99.41583,99.46486,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,,8.9,9.1,9.2,9.9,13.6,11.9,10.7,10.0,10.4,1.2,1.5,1.1,1.2,1.1,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Cost - Women (% of income per capita) - Score,IC.REG.COST.PC.FE.ZS.DRFN,,95.57042,95.46847,95.38076,95.07177,93.20705,94.05571,94.64513,95.02482,94.80054,99.37875,99.23301,99.46543,99.41583,99.46486,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Minimum capital (% of income per capita),IC.REG.MIN.CAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Procedures required - Men (number) - Score,IC.REG.PROC.MA.NO.DFRN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.70588,64.70588,76.47059,88.23529,88.23529,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,,21.0,21.0,21.0,21.0,18.0,18.0,18.0,18.0,18.0,7.0,7.0,5.0,3.0,3.0,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,,22.0,22.0,22.0,22.0,19.0,19.0,19.0,19.0,19.0,8.0,8.0,6.0,4.0,4.0,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Procedures required - Women (number) - Score,IC.REG.PROC.FE.NO.DFRN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82353,58.82353,70.58824,82.35294,82.35294,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Time - Men (days),IC.REG.DURS.MA.DY,,121.0,121.0,121.0,121.0,108.0,104.0,104.0,104.0,104.0,14.0,14.0,12.0,5.0,5.0,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business - Score,IC.REG.STRT.BUS.DFRN,,48.9,48.9,48.8,48.8,48.3,48.5,48.7,48.8,48.7,86.8,86.7,90.2,94.9,94.9,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,IC.REG.DFRN.PC.DFRN,99.99865,99.99915,99.99913,99.99911,99.99905,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Time - Men (days) - Score,IC.REG.DURS.MA.DY.DFRN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.43216,86.43216,88.44221,95.47739,95.47739,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Time - Women (days)- Score,IC.REG.DURS.FE.DY.DRFN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.42714,85.42714,87.43719,94.47236,94.47236,Brunei dollar,East Asia & Pacific,High income
Brunei,BRN,,,Starting a business: Time - Women (days),IC.REG.DURS.FE.DY,,122.0,122.0,122.0,122.0,109.0,105.0,105.0,105.0,105.0,15.0,15.0,13.0,6.0,6.0,Brunei dollar,East Asia & Pacific,High income
Bulgaria,BGR,,,Starting a business - Score,IC.REG.STRT.BUS.DFRN,66.9,70.6,69.7,73.9,83.4,84.7,84.7,84.8,84.8,84.8,84.8,85.4,85.4,85.4,85.4,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Cost - Men (% of income per capita) - Score,IC.REG.COST.PC.MA.ZS.DFRN,95.2008,96.07311,96.18668,98.51015,98.7091,98.74019,98.82806,99.06658,99.12327,99.24392,99.29819,99.32805,99.3982,99.44906,99.50305,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,9.6,7.9,7.6,3.0,2.6,2.5,2.3,1.9,1.8,1.5,1.4,1.3,1.2,1.1,1.0,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Cost - Women (% of income per capita) - Score,IC.REG.COST.PC.FE.ZS.DRFN,95.2008,96.07311,96.18668,98.51015,98.7091,98.74019,98.82806,99.06658,99.12327,99.24392,99.29819,99.32805,99.3982,99.44906,99.50305,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Minimum capital (% of income per capita),IC.REG.MIN.CAP,73.0,63.9,56.3,47.8,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,IC.REG.DFRN.PC.DFRN,81.76198,84.01848,85.93611,88.04018,94.81863,99.994,99.99442,99.99481,99.99513,99.99512,99.99547,99.99566,99.99612,99.99645,99.99679,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,13.0,11.0,12.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,9.6,7.9,7.6,3.0,2.6,2.5,2.3,1.9,1.8,1.5,1.4,1.3,1.2,1.1,1.0,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,13.0,11.0,12.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Procedures required - Women (number) - Score,IC.REG.PROC.FE.NO.DFRN,29.41176,41.17647,35.29412,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Time - Men (days),IC.REG.DURS.MA.DY,39.0,39.0,39.0,56.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,23.0,23.0,23.0,23.0,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Time - Men (days) - Score,IC.REG.DURS.MA.DY.DFRN,61.30653,61.30653,61.30653,44.22111,75.37688,75.37688,75.37688,75.37688,75.37688,75.37688,75.37688,77.38693,77.38693,77.38693,77.38693,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Time - Women (days),IC.REG.DURS.FE.DY,39.0,39.0,39.0,56.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,23.0,23.0,23.0,23.0,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Time - Women (days)- Score,IC.REG.DURS.FE.DY.DRFN,61.30653,61.30653,61.30653,44.22111,75.37688,75.37688,75.37688,75.37688,75.37688,75.37688,75.37688,77.38693,77.38693,77.38693,77.38693,Bulgarian lev,Europe & Central Asia,Upper middle income
Bulgaria,BGR,,,Starting a business: Procedures required - Men (number) - Score,IC.REG.PROC.MA.NO.DFRN,29.41176,41.17647,35.29412,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,64.70588,Bulgarian lev,Europe & Central Asia,Upper middle income
Burkina Faso,BFA,,,Starting a business - Score,IC.REG.STRT.BUS.DFRN,31.7,42.2,53.0,57.4,60.9,61.0,64.6,66.0,69.2,69.1,86.7,88.1,88.2,88.1,88.2,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Cost - Men (% of income per capita),IC.REG.COST.PC.MA.ZS,137.4,112.6,82.1,62.3,50.5,49.9,47.7,46.8,44.5,44.7,43.5,43.4,42.6,43.3,42.8,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Cost - Men (% of income per capita) - Score,IC.REG.COST.PC.MA.ZS.DFRN,31.31845,43.68813,58.94289,68.86077,74.75604,75.04323,76.13493,76.59606,77.72797,77.67343,78.22998,78.32432,78.67978,78.33488,78.60496,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,137.4,112.6,82.1,62.3,50.5,49.9,47.7,46.8,44.5,44.7,43.5,43.4,42.6,43.3,42.8,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Cost - Women (% of income per capita) - Score,IC.REG.COST.PC.FE.ZS.DRFN,31.31845,43.68813,58.94289,68.86077,74.75604,75.04323,76.13493,76.59606,77.72797,77.67343,78.22998,78.32432,78.67978,78.33488,78.60496,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Minimum capital (% of income per capita),IC.REG.MIN.CAP,483.8,481.4,415.7,458.8,428.2,416.2,373.3,353.9,306.2,308.5,28.5,7.0,6.7,6.6,6.3,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,12.0,8.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Procedures required - Men (number) - Score,IC.REG.PROC.MA.NO.DFRN,35.29412,58.82353,70.58824,76.47059,82.35294,82.35294,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Procedures required - Women (number) - Score,IC.REG.PROC.FE.NO.DFRN,35.29412,58.82353,70.58824,76.47059,82.35294,82.35294,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,88.23529,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Time - Men (days),IC.REG.DURS.MA.DY,40.0,34.0,18.0,16.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Time - Men (days) - Score,IC.REG.DURS.MA.DY.DFRN,60.30151,66.33166,82.41206,84.42211,86.43216,86.43216,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Time - Women (days)- Score,IC.REG.DURS.FE.DY.DRFN,60.30151,66.33166,82.41206,84.42211,86.43216,86.43216,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,IC.REG.DFRN.PC.DFRN,0.0,0.0,0.0,0.0,0.0,0.0,6.68351,11.53746,23.45229,22.87816,92.87367,98.24324,98.33678,98.35022,98.41707,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Time - Women (days),IC.REG.DURS.FE.DY,40.0,34.0,18.0,16.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,West African CFA franc,Sub-Saharan Africa,Low income
Burkina Faso,BFA,,,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,12.0,8.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,West African CFA franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Procedures required - Men (number) - Score,IC.REG.PROC.MA.NO.DFRN,58.82353,58.82353,58.82353,58.82353,58.82353,58.82353,58.82353,82.35294,88.23529,88.23529,88.23529,88.23529,88.23529,82.35294,82.35294,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Paid-in Minimum capital (% of income per capita) - Score,IC.REG.DFRN.PC.DFRN,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Procedures required - Men (number),IC.REG.PROC.MA.NO,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Cost - Women (% of income per capita),IC.REG.COST.PC.FE.ZS,190.2,213.8,241.2,206.7,145.7,124.3,116.8,18.3,17.5,13.4,13.4,13.9,33.9,10.7,12.3,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Procedures required - Women (number),IC.REG.PROC.FE.NO,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Procedures required - Women (number) - Score,IC.REG.PROC.FE.NO.DFRN,58.82353,58.82353,58.82353,58.82353,58.82353,58.82353,58.82353,82.35294,88.23529,88.23529,88.23529,88.23529,88.23529,82.35294,82.35294,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Time - Men (days),IC.REG.DURS.MA.DY,13.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Time - Men (days) - Score,IC.REG.DURS.MA.DY.DFRN,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,93.46734,95.47739,95.47739,96.48241,96.48241,96.48241,95.47739,95.47739,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Time - Women (days),IC.REG.DURS.FE.DY,13.0,13.0,13.0,13.0,13.0,13.0,13.0,7.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,Burundi franc,Sub-Saharan Africa,Low income
Burundi,BDI,,,Starting a business: Time - Women (days)- Score,IC.REG.DURS.FE.DY.DRFN,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,87.43719,93.46734,95.47739,95.47739,96.48241,96.48241,96.48241,95.47739,95.47739,Burundi franc,Sub-Saharan Africa,Low income
