,Country Name,Country Code,Indicator Name,Urban Area Name,Urban Code,Indicator Code,2020
221,Chile,CHL,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,98.63923
222,China,CHN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,85.0
223,China,CHN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,91.90955
224,China,CHN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,91.90955
225,China,CHN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,85.0
226,China,CHN,Starting a business: Time - Women (days)- Score,Beijing,BEI,IC.REG.DURS.FE.DY.DRFN,92.46231
227,China,CHN,Starting a business: Time - Women (days)- Score,Shanghai,SHA,IC.REG.DURS.FE.DY.DRFN,91.45729
228,China,CHN,Starting a business: Time - Men (days) - Score,Shanghai,SHA,IC.REG.DURS.MA.DY.DFRN,91.45729
229,China,CHN,Starting a business: Procedures required - Women (number) - Score,Shanghai,SHA,IC.REG.PROC.FE.NO.DFRN,82.35294
230,China,CHN,Starting a business: Procedures required - Men (number) - Score,Shanghai,SHA,IC.REG.PROC.MA.NO.DFRN,82.35294
231,China,CHN,Starting a business: Cost - Men (% of income per capita) - Score,Shanghai,SHA,IC.REG.COST.PC.MA.ZS.DFRN,99.32091
232,China,CHN,Starting a business: Time - Men (days) - Score,Beijing,BEI,IC.REG.DURS.MA.DY.DFRN,92.46231
233,China,CHN,Starting a business: Cost - Women (% of income per capita) - Score,Shanghai,SHA,IC.REG.COST.PC.FE.ZS.DRFN,99.32091
234,China,CHN,Starting a business: Procedures required - Women (number) - Score,Beijing,BEI,IC.REG.PROC.FE.NO.DFRN,88.23529
235,China,CHN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.45886
236,China,CHN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.45886
237,China,CHN,Starting a business: Cost - Women (% of income per capita) - Score,Beijing,BEI,IC.REG.COST.PC.FE.ZS.DRFN,99.62747
238,China,CHN,Starting a business: Procedures required - Men (number) - Score,Beijing,BEI,IC.REG.PROC.MA.NO.DFRN,88.23529
239,China,CHN,Starting a business: Cost - Men (% of income per capita) - Score,Beijing,BEI,IC.REG.COST.PC.MA.ZS.DFRN,99.62747
240,Colombia,COL,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,90.45226
241,Colombia,COL,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,64.70588
242,Colombia,COL,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
243,Colombia,COL,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,92.94182
244,Colombia,COL,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,92.94182
245,Colombia,COL,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,90.45226
246,Comoros,COM,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,72.88801
247,Comoros,COM,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,72.88801
248,Comoros,COM,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,84.42211
249,Comoros,COM,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,84.42211
250,Comoros,COM,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,52.94118
251,Comoros,COM,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,52.94118
252,Congo,COG,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,68.90274
253,Congo,COG,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,68.90274
254,Congo,COG,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,50.25126
255,Congo,COG,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,47.05882
256,Congo,COG,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,41.17647
257,Congo,COG,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,51.25628
258,Costa Rica,CRI,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,95.21025
259,Costa Rica,CRI,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,95.21025
260,Costa Rica,CRI,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,47.05882
261,Costa Rica,CRI,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,77.38693
262,Costa Rica,CRI,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,47.05882
263,Costa Rica,CRI,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,77.38693
264,Croatia,HRV,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,96.88595
265,Croatia,HRV,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,96.88595
266,Croatia,HRV,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,64.70588
267,Croatia,HRV,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,80.90452
268,Croatia,HRV,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,80.90452
269,Croatia,HRV,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
270,Cyprus,CYP,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,97.21081
271,Cyprus,CYP,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,97.21081
272,Cyprus,CYP,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,94.47236
273,Cyprus,CYP,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
274,Cyprus,CYP,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,76.47059
275,Cyprus,CYP,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,94.47236
276,Czech Republic,CZE,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,52.94118
277,Czech Republic,CZE,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.43605
278,Czech Republic,CZE,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.43605
279,Czech Republic,CZE,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,52.94118
280,Czech Republic,CZE,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,75.8794
281,Czech Republic,CZE,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,75.8794
282,Côte d'Ivoire,CIV,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,94.47236
283,Côte d'Ivoire,CIV,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,94.47236
284,Côte d'Ivoire,CIV,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,82.35294
285,Côte d'Ivoire,CIV,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,82.35294
286,Côte d'Ivoire,CIV,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,98.63262
287,Côte d'Ivoire,CIV,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,98.63262
288,Dem. Rep. Congo,COD,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,93.46734
289,Dem. Rep. Congo,COD,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,91.83673
290,Dem. Rep. Congo,COD,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,93.46734
291,Dem. Rep. Congo,COD,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,82.35294
292,Dem. Rep. Congo,COD,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,82.35294
293,Dem. Rep. Congo,COD,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,91.83673
294,Denmark,DNK,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.91451
295,Denmark,DNK,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.91451
296,Denmark,DNK,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
297,Denmark,DNK,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,96.98492
298,Denmark,DNK,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,76.47059
299,Denmark,DNK,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,96.98492
300,Djibouti,DJI,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,86.43216
301,Djibouti,DJI,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,80.17456
302,Djibouti,DJI,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,80.17456
303,Djibouti,DJI,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,70.58824
304,Djibouti,DJI,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,70.58824
305,Djibouti,DJI,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,86.43216
306,Dominica,DMA,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,92.38194
307,Dominica,DMA,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,92.38194
308,Dominica,DMA,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,88.44221
309,Dominica,DMA,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
310,Dominica,DMA,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,76.47059
311,Dominica,DMA,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,88.44221
312,Dominican Republic,DOM,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,83.9196
313,Dominican Republic,DOM,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,83.9196
314,Dominican Republic,DOM,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
315,Dominican Republic,DOM,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,64.70588
316,Dominican Republic,DOM,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,93.16424
317,Dominican Republic,DOM,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,93.16424
318,Ecuador,ECU,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,41.17647
319,Ecuador,ECU,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,83.51636
320,Ecuador,ECU,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,83.51636
321,Ecuador,ECU,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,51.75879
322,Ecuador,ECU,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,41.17647
323,Ecuador,ECU,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,51.75879
324,Egypt,EGY,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,89.87453
325,Egypt,EGY,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,89.87453
326,Egypt,EGY,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
327,Egypt,EGY,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,70.58824
328,Egypt,EGY,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,88.44221
329,Egypt,EGY,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,87.43719
330,El Salvador,SLV,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,83.9196
331,El Salvador,SLV,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,52.94118
332,El Salvador,SLV,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,78.33504
333,El Salvador,SLV,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,78.33504
334,El Salvador,SLV,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,52.94118
335,El Salvador,SLV,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,83.9196
336,Equatorial Guinea,GNQ,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,67.33668
337,Equatorial Guinea,GNQ,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,67.33668
338,Equatorial Guinea,GNQ,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,11.76471
339,Equatorial Guinea,GNQ,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,11.76471
340,Equatorial Guinea,GNQ,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,70.46175
341,Equatorial Guinea,GNQ,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,70.46175
342,Eritrea,ERI,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,16.0804
343,Eritrea,ERI,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,89.34912
344,Eritrea,ERI,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,89.34912
345,Eritrea,ERI,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,29.41176
346,Eritrea,ERI,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,29.41176
347,Eritrea,ERI,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,16.0804
348,Estonia,EST,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,96.98492
349,Estonia,EST,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,96.98492
350,Estonia,EST,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,88.23529
351,Estonia,EST,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,88.23529
352,Estonia,EST,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.50116
353,Estonia,EST,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.50116
354,Eswatini,SWZ,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,94.65007
355,Eswatini,SWZ,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,94.65007
356,Eswatini,SWZ,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,35.29412
357,Eswatini,SWZ,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,35.29412
358,Eswatini,SWZ,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,78.89447
359,Eswatini,SWZ,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,78.89447
360,Ethiopia,ETH,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,68.34171
361,Ethiopia,ETH,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,68.34171
362,Ethiopia,ETH,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,41.17647
363,Ethiopia,ETH,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,41.17647
364,Ethiopia,ETH,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,77.28948
365,Ethiopia,ETH,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,77.28948
366,Fiji,FJI,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,60.30151
367,Fiji,FJI,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,60.30151
368,Fiji,FJI,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,41.17647
369,Fiji,FJI,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,41.17647
370,Fiji,FJI,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,92.76982
371,Fiji,FJI,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,92.76982
372,Finland,FIN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.67419
373,Finland,FIN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.67419
374,Finland,FIN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,88.23529
375,Finland,FIN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,87.43719
376,Finland,FIN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,87.43719
377,Finland,FIN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,88.23529
378,France,FRA,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,96.48241
379,France,FRA,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,76.47059
380,France,FRA,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
381,France,FRA,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,96.48241
382,France,FRA,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.63621
383,France,FRA,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.63621
384,Gabon,GAB,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,90.45226
385,Gabon,GAB,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,90.45226
386,Gabon,GAB,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,64.70588
387,Gabon,GAB,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
388,Gabon,GAB,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,93.34261
389,Gabon,GAB,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,93.34261
390,Georgia,GEO,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,98.97306
391,Georgia,GEO,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,99.49749
392,Georgia,GEO,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,99.49749
393,Georgia,GEO,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,100.0
394,Georgia,GEO,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,100.0
395,Georgia,GEO,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,98.97306
396,Germany,DEU,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,96.74526
397,Germany,DEU,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,96.74526
398,Germany,DEU,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,52.94118
399,Germany,DEU,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,92.46231
400,Germany,DEU,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,92.46231
401,Germany,DEU,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,52.94118
402,Ghana,GHA,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,87.43719
403,Ghana,GHA,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,87.43719
404,Ghana,GHA,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,58.82353
405,Ghana,GHA,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,58.82353
406,Ghana,GHA,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,93.84119
407,Ghana,GHA,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,93.84119
408,Greece,GRC,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.26748
409,Greece,GRC,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.26748
410,Greece,GRC,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,88.23529
411,Greece,GRC,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,88.23529
412,Greece,GRC,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,96.48241
413,Greece,GRC,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,96.48241
414,Grenada,GRD,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,70.58824
415,Grenada,GRD,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,88.44221
416,Grenada,GRD,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,92.82429
417,Grenada,GRD,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,92.82429
418,Grenada,GRD,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,70.58824
419,Grenada,GRD,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,88.44221
420,Guatemala,GTM,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,85.42714
421,Guatemala,GTM,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,85.42714
422,Guatemala,GTM,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,70.58824
423,Guatemala,GTM,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,91.33944
424,Guatemala,GTM,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,91.33944
425,Guatemala,GTM,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,70.58824
426,Guinea,GIN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,70.58824
427,Guinea,GIN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,83.1216
428,Guinea,GIN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,83.1216
429,Guinea,GIN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,70.58824
430,Guinea,GIN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,85.42714
431,Guinea,GIN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,85.42714
432,Guinea-Bissau,GNB,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,91.45729
433,Guinea-Bissau,GNB,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,92.46231
434,Guinea-Bissau,GNB,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,52.94118
435,Guinea-Bissau,GNB,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,58.82353
436,Guinea-Bissau,GNB,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,55.57767
437,Guinea-Bissau,GNB,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,55.57767
438,Guyana,GUY,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,64.70588
439,Guyana,GUY,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
440,Guyana,GUY,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,82.41206
441,Guyana,GUY,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,95.28476
442,Guyana,GUY,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,95.28476
443,Guyana,GUY,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,82.41206
444,Haiti,HTI,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,10.15764
445,Haiti,HTI,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,3.01508
